TransactionID,community,isFraud,TransactionAmt
2993132,27,0,445.0
2993133,27,0,100.0
2993134,27,0,129.95
2993135,27,0,120.0
2993136,27,0,33.11
2993137,27,0,119.95
2993138,27,0,100.0
2993139,27,0,59.0
2993140,27,0,150.0
2993141,27,0,46.95
2993142,27,0,140.0
2993143,27,0,25.0
2993144,27,0,72.99
2993145,27,0,150.0
2993146,27,0,57.95
2993147,27,0,50.0
2993148,27,0,108.95
2993149,27,0,68.5
2993150,27,0,25.0
2993151,27,0,108.95
2993152,27,0,97.0
2993153,27,0,58.95
2993154,35,1,14.863
2993155,35,0,1861.0
2993156,35,0,30.0
2993157,35,0,240.0
2993158,35,0,36.95
2993159,35,0,35.95
2993160,35,0,47.95
2993161,35,0,117.0
2993162,35,0,10.99
2993163,35,0,13.292
2993164,35,0,261.95
2993165,35,0,75.0
2993166,35,0,110.0
2993167,35,0,75.0
2993168,35,0,50.0
2993169,35,0,201.87
2993170,35,0,58.366
2993171,35,0,50.0
2993172,35,0,108.5
2993173,35,0,39.0
2993174,35,0,295.0
2993175,35,0,40.0
2993176,35,0,1750.0
2993177,35,0,107.95
2993178,35,0,75.0
2993179,35,0,68.5
2993180,35,0,46.95
2993181,35,0,25.0
2993182,35,0,50.0
2993183,35,0,25.0
2993184,35,0,44.952
2993185,35,0,57.95
2993186,35,0,36.494
2993187,35,0,44.952
2993188,35,0,20.0
2993189,35,0,38.669
2993190,35,0,34.0
2993191,35,0,68.95
2993192,35,0,5.8
2993193,35,0,97.95
2993194,35,0,660.0
2993195,35,0,117.0
2993196,35,0,77.95
2993197,35,0,49.0
2993198,35,0,107.95
2993199,35,0,107.95
2993200,35,0,29.0
2993201,35,0,160.5
2993202,35,0,25.0
2993203,35,0,19.214
2993204,35,0,32.325
2993205,35,0,29.002
2993206,35,0,67.95
2993207,35,0,312.0
2993208,35,0,50.0
2993209,35,0,75.0
2993210,35,0,200.0
2993211,35,0,200.0
2993212,35,0,20.0
2993213,35,0,507.0
2993214,35,0,98.95
2993215,35,0,200.0
2993216,35,0,47.95
2993217,35,0,47.95
2993218,35,0,60.0
2993219,35,0,60.0
2993220,35,1,40.663
2993221,35,0,60.0
2993222,35,0,209.95
2993223,35,0,29.0
2993224,35,0,100.0
2993225,35,0,82.95
2993226,35,0,200.0
2993227,35,0,40.0
2993228,35,0,70.0
2993229,35,0,57.95
2993230,35,0,103.97
2993231,35,0,103.97
2993232,35,0,45.0
2993233,35,0,29.243
2993234,35,0,170.0
2993235,35,0,209.95
2993236,35,0,179.95
2993237,35,0,25.0
2993238,35,1,117.0
2993239,35,0,107.95
2993240,35,0,200.0
2993241,35,0,250.0
2993242,35,0,20.0
2993243,35,0,100.0
2993244,35,0,600.0
2993245,35,0,24.95
2993246,35,0,1310.95
2993247,35,0,68.5
2993248,35,0,1310.95
2993249,35,0,100.0
2993250,35,0,108.5
2993251,35,0,108.5
2993252,35,0,75.0
2993253,35,0,54.5
2993254,35,0,1104.0
2993255,35,0,554.0
2993256,35,0,600.0
2993257,35,0,108.5
2993258,35,0,100.0
2993259,35,0,47.95
2993260,35,0,9.667
2993261,35,0,554.0
2993262,35,0,100.0
2993263,35,0,100.0
2993264,35,0,50.0
2993265,35,0,10.99
2993266,35,0,50.0
2993267,35,1,200.0
2993268,35,0,50.0
2993269,35,1,226.0
2993270,35,0,60.0
2993271,35,0,150.0
2993272,35,0,75.0
2993273,35,0,75.0
2993274,35,0,50.0
2993275,35,0,300.0
2993276,35,0,225.0
2993277,35,0,335.0
2993278,35,0,4.109
2993279,35,0,525.0
2993280,35,0,20.0
2993281,35,0,107.95
2993282,35,0,107.95
2993283,35,0,108.5
2993284,35,0,50.0
2993285,35,0,100.0
2993286,35,0,15.709
2993287,35,0,48.95
2993288,35,0,171.0
2993289,35,0,694.0
2993290,35,0,60.0
2993291,35,0,100.0
2993292,35,0,171.0
2993293,35,0,40.0
2993294,35,0,100.0
2993295,35,0,171.0
2993296,35,0,100.0
2993297,35,0,30.0
2993298,35,0,100.0
2993299,35,0,117.0
2993300,35,0,100.0
2993301,35,0,50.0
2993302,35,0,150.0
2993303,35,0,216.0
2993304,35,0,56.5
2993305,35,0,50.0
2993306,35,0,25.0
2993307,35,0,186.0
2993308,35,0,117.0
2993309,35,0,40.0
2993310,35,0,150.0
2993311,35,0,44.0
2993312,35,0,25.0
2993313,35,0,775.0
2993314,35,0,35.95
2993315,35,0,108.5
2993316,35,0,226.0
2993317,35,0,59.0
2993318,35,0,117.0
2993319,35,0,57.95
2993320,35,0,15.0
2993321,35,0,47.95
2993322,35,0,40.0
2993323,35,0,8.0
2993324,35,0,57.95
2993325,35,0,117.0
2993326,35,0,34.5
2993327,35,0,70.0
2993328,35,0,50.0
2993329,35,0,422.5
2993330,35,0,92.0
2993331,35,0,80.0
2993332,35,0,54.5
2993333,35,0,23.926
2993334,35,0,72.95
2993335,35,0,25.0
2993336,35,0,23.926
2993337,35,0,25.0
2993338,35,0,1097.38
2993339,35,0,39.0
2993340,35,0,44.5
2993341,35,0,30.0
2993342,35,0,15.0
2993343,35,0,117.0
2993344,35,0,50.0
2993345,35,0,50.0
2993346,35,0,117.0
2993347,35,0,40.0
2993348,35,0,100.0
2993349,35,0,39.0
2993350,35,0,335.0
2993351,35,0,30.13
2993352,35,0,50.0
2993353,35,0,60.0
2993354,35,0,112.0
2993355,35,0,25.0
2993356,35,0,117.0
2993357,35,0,54.0
2993358,35,0,209.95
2993359,35,0,117.0
2993360,35,0,120.0
2993361,35,0,600.0
2993362,35,0,50.0
2993363,35,0,50.0
2993364,35,0,25.0
2993365,35,0,68.95
2993366,35,0,107.95
2993367,35,0,60.0
2993368,35,0,100.0
2993369,35,0,442.97
2993370,35,0,50.0
2993371,35,0,150.0
2993372,35,0,206.0
2993373,35,0,29.0
2993374,35,0,55.95
2993375,35,0,57.95
2993376,35,0,25.0
2993377,35,0,200.0
2993378,35,0,57.0
2993379,35,0,25.95
2993380,35,0,117.0
2993381,35,0,150.0
2993382,35,0,25.0
2993383,35,1,100.0
2993384,35,0,50.0
2993385,35,0,42.0
2993386,35,0,446.75
2993387,35,0,125.0
2993388,35,0,60.0
2993389,35,0,445.0
2993390,35,0,97.88
2993391,35,0,146.0
2993392,35,0,350.0
2993393,35,0,80.0
2993394,35,0,50.0
2993395,35,0,97.88
2993396,35,0,500.0
2993397,35,0,200.0
2993398,35,0,80.0
2993399,35,0,59.0
2993400,35,0,35.95
2993401,35,0,1224.0
2993402,35,0,50.0
2993403,35,0,117.0
2993404,35,0,50.0
2993405,35,0,774.0
2993406,35,0,60.0
2993407,35,1,160.0
2993408,35,0,87.0
2993409,35,0,50.0
2993410,35,0,107.95
2993411,35,0,97.88
2993412,35,0,14.138
2993413,35,0,60.0
2993414,35,0,35.95
2993415,35,0,107.95
2993416,35,0,29.5
2993417,35,0,100.0
2993418,35,0,107.95
2993419,35,0,57.95
2993420,35,0,59.0
2993421,35,0,100.0
2993422,35,0,200.0
2993423,35,0,53.97
2993424,35,0,100.0
2993425,35,0,100.0
2993426,35,0,57.95
2993427,35,0,63.95
2993428,35,0,35.0
2993429,35,0,50.0
2993430,35,0,117.0
2993431,35,1,200.0
2993432,35,0,59.0
2993433,35,0,107.95
2993434,35,0,100.0
2993435,35,0,19.5
2993436,35,0,117.0
2993437,35,0,130.95
2993438,35,0,117.0
2993439,35,0,194.0
2993440,35,0,83.5
2993441,35,0,107.95
2993442,35,0,48.97
2993443,35,1,226.0
2993444,35,0,25.0
2993445,35,0,50.0
2993446,35,0,72.95
2993447,35,0,54.95
2993448,35,0,554.0
2993449,35,0,100.0
2993450,35,0,30.0
2993451,35,0,57.95
2993452,35,0,250.0
2993453,35,0,240.0
2993454,35,0,72.95
2993455,35,0,226.0
2993456,35,0,47.95
2993457,35,0,300.0
2993458,35,0,100.0
2993459,35,0,117.0
2993460,35,0,50.0
2993461,35,0,66.0
2993462,35,0,644.0
2993463,35,0,25.95
2993464,35,0,44.5
2993465,35,0,860.98
2993466,35,0,30.0
2993467,35,0,100.0
2993468,35,0,220.0
2993469,35,0,219.95
2993470,35,0,107.95
2993471,35,0,50.0
2993472,35,0,77.95
2993473,35,0,78.97
2993474,35,0,117.0
2993475,35,0,59.0
2993476,35,0,129.95
2993477,35,0,6.163
2993478,35,0,554.0
2993479,35,0,107.95
2993480,35,0,226.0
2993481,35,0,50.0
2993482,35,0,23.95
2993483,35,0,25.95
2993484,35,0,141.0
2993485,35,0,54.5
2993486,35,0,117.0
2993487,35,0,29.0
2993488,35,0,25.0
2993489,35,0,50.0
2993490,35,0,100.0
2993491,35,0,25.0
2993492,35,0,110.0
2993493,35,0,107.95
2993494,35,0,108.95
2993495,35,0,100.0
2993496,35,0,47.95
2993497,35,0,150.0
2993498,35,0,554.0
2993499,35,0,35.95
2993500,35,0,54.5
2993501,35,0,134.0
2993502,35,0,59.0
2993503,35,0,29.0
2993504,35,0,100.0
2993505,35,0,100.0
2993506,35,0,80.0
2993507,35,0,150.0
2993508,35,0,100.0
2993509,35,0,150.0
2993510,35,1,59.0
2993511,35,0,125.0
2993512,35,0,44.5
2993513,35,0,75.0
2993514,35,0,50.0
2993515,35,0,48.95
2993516,35,0,100.0
2993517,35,0,117.0
2993518,35,0,171.0
2993519,35,0,175.0
2993520,35,0,236.95
2993521,35,0,300.0
2993522,35,0,59.0
2993523,35,0,117.0
2993524,35,0,117.0
2993525,35,0,25.0
2993526,35,0,75.0
2993527,35,0,43.95
2993528,35,0,700.0
2993529,35,0,150.0
2993530,35,0,226.0
2993531,35,0,700.0
2993532,35,0,134.95
2993533,35,0,32.325
2993534,35,0,53.97
2993535,35,0,335.0
2993536,35,0,250.0
2993537,35,0,68.5
2993538,35,0,30.0
2993539,35,0,200.0
2993540,35,0,112.99
2993541,35,0,378.0
2993542,35,0,226.0
2993543,35,0,40.0
2993544,35,0,75.0
2993545,35,0,40.0
2993546,35,0,171.0
2993547,35,0,30.95
2993548,35,0,600.0
2993549,35,0,100.0
2993550,35,0,209.95
2993551,35,0,35.95
2993552,35,0,107.95
2993553,35,0,77.95
2993554,35,0,31.54
2993555,35,0,171.0
2993556,35,0,30.513
2993557,35,0,25.0
2993558,35,0,92.99
2993559,35,0,75.0
2993560,35,0,38.0
2993561,35,0,59.0
2993562,35,0,260.0
2993563,35,0,77.95
2993564,35,0,97.95
2993565,35,0,554.0
2993566,35,0,25.95
2993567,35,0,25.0
2993568,35,0,80.0
2993569,35,0,108.5
2993570,35,0,73.5
2993571,35,0,49.45
2993572,35,0,34.0
2993573,35,0,30.0
2993574,35,0,150.0
2993575,35,0,124.97
2993576,35,0,59.0
2993577,35,0,140.0
2993578,35,1,108.5
2993579,35,0,400.0
2993580,35,0,67.95
2993581,35,0,50.0
2993582,35,0,80.721
2993583,35,1,151.0
2993584,35,0,452.28
2993585,35,0,35.95
2993586,35,0,300.0
2993587,35,0,100.0
2993588,35,0,59.0
2993589,35,0,226.0
2993590,35,0,30.0
2993591,35,0,10.0
2993592,35,0,40.0
2993593,35,0,30.0
2993594,35,0,200.0
2993595,35,0,100.0
2993596,35,0,107.95
2993597,35,0,30.0
2993598,35,0,50.0
2993599,35,0,58.95
2993600,35,0,77.0
2993601,35,0,27.97
2993602,35,0,49.0
2993603,35,0,261.95
2993604,35,0,335.0
2993605,35,0,25.95
2993606,35,0,15.0
2993607,35,0,445.0
2993608,35,0,228.95
2993609,35,0,50.0
2993610,35,0,209.95
2993611,35,0,138.966
2993612,35,0,39.0
2993613,35,0,265.0
2993614,35,0,59.0
2993615,35,0,40.0
2993616,35,0,150.0
2993617,35,0,200.0
2993618,35,0,25.95
2993619,35,0,103.95
2993620,35,0,50.0
2993621,35,0,77.0
2993622,35,0,50.0
2993623,35,0,102.95
2993624,35,0,30.21
2993625,35,0,75.0
2993626,35,0,445.0
2993627,35,0,117.0
2993628,35,0,50.0
2993629,35,0,201.95
2993630,35,1,200.0
2993631,35,0,350.0
2993632,35,0,117.0
2993633,35,0,35.95
2993634,35,0,40.0
2993635,35,0,200.0
2993636,35,0,35.0
2993637,35,0,67.247
2993638,35,0,75.0
2993639,35,0,35.0
2993640,35,0,117.0
2993641,35,0,200.0
2993642,35,0,57.95
2993643,35,0,40.0
2993644,35,0,2161.0
2993645,35,0,21.95
2993646,35,0,87.95
2993647,35,0,50.0
2993648,35,0,169.78
2993649,35,0,188.0
2993650,35,0,150.0
2993651,35,0,55.0
2993652,35,0,117.0
2993653,35,0,67.95
2993654,35,0,213.0
2993655,35,0,30.95
2993656,35,0,226.0
2993657,35,0,21.0
2993658,35,0,50.0
2993659,35,0,209.95
2993660,35,0,49.0
2993661,35,0,390.0
2993662,35,0,59.0
2993663,35,0,90.0
2993664,35,0,59.0
2993665,35,0,60.0
2993666,35,0,14.622
2993667,35,0,205.95
2993668,35,0,100.0
2993669,35,0,25.95
2993670,35,0,141.0
2993671,35,0,24.0
2993672,35,0,112.99
2993673,35,0,51.0
2993674,35,0,149.66
2993675,35,0,55.95
2993676,35,0,100.0
2993677,35,0,171.0
2993678,35,0,57.95
2993679,35,0,58.95
2993680,35,0,80.0
2993681,35,0,261.95
2993682,35,0,40.0
2993683,35,0,171.0
2993684,35,0,25.0
2993685,35,0,104.47
2993686,35,0,300.0
2993687,35,0,20.0
2993688,35,0,60.0
2993689,35,0,40.0
2993690,35,0,50.0
2993691,35,0,59.0
2993692,35,0,92.0
2993693,35,0,495.99
2993694,35,0,554.0
2993695,35,0,100.0
2993696,35,0,30.0
2993697,35,0,58.95
2993698,35,0,73.0
2993699,35,0,200.0
2993700,35,0,159.95
2993701,35,0,29.0
2993702,35,0,500.0
2993703,35,0,150.0
2993704,35,0,30.0
2993705,35,0,100.0
2993706,35,0,390.0
2993707,35,0,104.164
2993708,35,0,20.0
2993709,35,0,159.95
2993710,35,0,226.0
2993711,35,0,75.0
2993712,35,0,60.0
2993713,35,0,100.0
2993714,35,0,27.97
2993715,35,0,33.534
2993716,35,0,50.0
2993717,35,1,92.0
2993718,35,0,43.261
2993719,35,0,40.0
2993720,35,0,527.0
2993721,35,0,209.95
2993722,35,0,50.0
2993723,35,0,100.0
2993724,35,0,335.0
2993725,35,0,49.0
2993726,35,0,151.0
2993727,35,0,65.0
2993728,35,0,107.95
2993729,35,1,400.99
2993730,35,0,107.95
2993731,35,0,29.5
2993732,35,0,15.0
2993733,35,0,50.0
2993734,35,0,59.0
2993735,35,0,82.0
2993736,35,0,35.0
2993737,35,0,527.0
2993738,35,0,20.0
2993739,35,0,49.0
2993740,35,0,125.0
2993741,35,0,75.0
2993742,35,0,25.0
2993743,35,0,67.95
2993744,35,0,35.95
2993745,35,0,30.95
2993746,35,0,125.0
2993747,35,0,50.0
2993748,35,0,117.0
2993749,35,0,20.0
2993750,35,0,100.0
2993751,35,0,445.0
2993752,35,0,50.0
2993753,35,0,209.95
2993754,35,0,30.0
2993755,35,0,59.0
2993756,35,0,100.0
2993757,35,0,171.0
2993758,35,0,300.0
2993759,35,0,454.95
2993760,35,0,50.0
2993761,35,0,100.0
2993762,35,0,5.0
2993763,35,0,25.0
2993764,35,0,30.0
2993765,35,0,200.0
2993766,35,0,109.0
2993767,35,0,129.95
2993768,35,0,11.238
2993769,35,0,659.99
2993770,35,0,554.0
2993771,35,0,100.0
2993772,35,0,25.0
2993773,35,0,20.0
2993774,35,0,35.95
2993775,35,0,159.95
2993776,35,0,36.95
2993777,35,0,29.5
2993778,35,0,12.084
2993779,35,0,100.0
2993780,35,0,50.0
2993781,35,0,100.0
2993782,35,0,125.0
2993783,35,0,209.95
2993784,35,0,29.0
2993785,35,0,186.0
2993786,35,0,107.95
2993787,35,0,311.95
2993788,35,0,57.95
2993789,35,0,100.0
2993790,35,0,108.95
2993791,35,0,75.0
2993792,35,0,40.0
2993793,35,0,150.0
2993794,35,0,34.0
2993795,35,0,213.0
2993796,35,0,173.768
2993797,35,0,50.0
2993798,35,0,40.0
2993799,35,0,92.0
2993800,35,0,226.0
2993801,35,0,150.0
2993802,35,0,105.0
2993803,35,0,100.0
2993804,35,0,50.0
2993805,35,0,20.0
2993806,35,0,60.0
2993807,35,0,39.0
2993808,35,0,90.0
2993809,35,0,120.0
2993810,35,0,40.0
2993811,35,0,390.0
2993812,35,0,30.0
2993813,35,0,45.95
2993814,35,0,43.97
2993815,35,0,139.0
2993816,35,0,125.0
2993817,35,0,34.0
2993818,35,0,100.0
2993819,35,0,56.5
2993820,35,0,350.0
2993821,35,0,335.0
2993822,35,0,57.95
2993823,35,0,75.0
2993824,35,0,161.0
2993825,35,0,34.681
2993826,35,0,390.0
2993827,35,0,21.5
2993828,35,1,59.0
2993829,35,0,96.793
2993830,35,0,60.0
2993831,35,0,49.0
2993832,35,0,65.0
2993833,35,0,100.0
2993834,35,0,87.005
2993835,35,0,50.0
2993836,35,0,50.0
2993837,35,0,100.0
2993838,35,0,50.0
2993839,35,1,59.0
2993840,35,0,370.0
2993841,35,0,57.95
2993842,35,0,14.26
2993843,35,0,15.709
2993844,35,0,30.0
2993845,35,0,35.0
2993846,35,0,100.0
2993847,35,0,55.95
2993848,35,0,50.0
2993849,35,0,45.0
2993850,35,0,26.5
2993851,35,0,25.0
2993852,35,0,146.0
2993853,35,0,450.0
2993854,35,0,40.0
2993855,35,0,79.754
2993856,35,0,30.95
2993857,35,0,146.0
2993858,35,0,100.0
2993859,35,0,100.0
2993860,35,0,226.0
2993861,35,0,56.5
2993862,35,0,200.0
2993863,35,0,20.0
2993864,35,0,79.754
2993865,35,0,57.95
2993866,35,0,83.43
2993867,35,0,494.95
2993868,35,0,85.192
2993869,35,0,59.0
2993870,35,0,84.588
2993871,35,0,327.0
2993872,35,0,40.0
2993873,35,0,50.0
2993874,35,0,422.5
2993875,35,0,25.0
2993876,35,0,27.97
2993877,35,0,335.0
2993878,35,0,50.0
2993879,35,0,335.0
2993880,35,0,40.0
2993881,35,0,77.95
2993882,35,0,117.0
2993883,35,0,50.0
2993884,35,0,265.0
2993885,35,0,47.95
2993886,35,0,226.0
2993887,35,0,50.0
2993888,35,0,47.611
2993889,35,0,100.0
2993890,35,0,77.0
2993891,35,0,34.0
2993892,35,0,100.0
2993893,35,0,250.0
2993894,35,0,554.0
2993895,35,0,117.0
2993896,35,0,297.95
2993897,35,0,7.0
2993898,35,0,150.0
2993899,35,0,115.0
2993900,35,0,25.0
2993901,35,0,108.5
2993902,35,0,102.0
2993903,35,0,55.0
2993904,35,0,57.95
2993905,35,0,34.0
2993906,35,0,92.0
2993907,35,0,226.0
2993908,35,0,100.0
2993909,35,0,117.0
2993910,35,0,30.0
2993911,35,0,30.95
2993912,35,0,612.47
2993913,35,0,63.985
2993914,35,0,35.95
2993915,35,0,30.95
2993916,35,0,160.95
2993917,35,0,97.0
2993918,35,0,600.0
2993919,35,0,15.649
2993920,35,0,317.5
2993921,35,0,30.95
2993922,35,0,226.0
2993923,35,0,309.97
2993924,35,1,107.95
2993925,35,0,280.0
2993926,35,0,14.26
2993927,35,0,30.0
2993928,35,0,59.0
2993929,35,1,100.0
2993930,35,0,100.0
2993931,35,0,15.0
2993932,35,0,70.0
2993933,35,0,200.0
2993934,35,0,75.0
2993935,35,0,311.95
2993936,35,0,16.676
2993937,35,0,100.0
2993938,35,0,50.0
2993939,35,0,850.0
2993940,35,0,74.437
2993941,35,0,49.0
2993942,35,0,110.0
2993943,35,0,49.0
2993944,35,0,39.0
2993945,35,0,200.0
2993946,35,0,10.03
2993947,35,0,107.95
2993948,35,0,311.95
2993949,35,1,117.0
2993950,35,0,75.0
2993951,35,0,20.0
2993952,35,0,250.0
2993953,35,0,107.95
2993954,35,0,107.95
2993955,35,0,188.0
2993956,35,0,117.0
2993957,35,0,107.95
2993958,35,0,43.97
2993959,35,0,25.0
2993960,35,0,100.0
2993961,35,0,108.95
2993962,35,0,226.0
2993963,35,0,50.0
2993964,35,0,50.0
2993965,35,0,500.0
2993966,35,0,20.0
2993967,35,0,93.0
2993968,35,0,40.0
2993969,35,0,40.0
2993970,35,0,213.0
2993971,35,0,500.0
2993972,35,0,171.0
2993973,35,0,25.0
2993974,35,0,60.0
2993975,35,0,73.5
2993976,35,0,44.5
2993977,35,0,36.99
2993978,35,0,319.95
2993979,35,0,117.0
2993980,35,0,47.95
2993981,35,0,100.0
2993982,35,0,107.0
2993983,35,0,50.0
2993984,35,0,117.0
2993985,35,0,117.0
2993986,35,0,25.0
2993987,35,0,39.0
2993988,35,0,150.0
2993989,35,0,97.0
2993990,35,0,77.95
2993991,35,0,47.95
2993992,35,0,44.5
2993993,35,0,20.0
2993994,35,0,552.0
2993995,35,0,34.258
2993996,35,0,29.5
2993997,35,0,63.0
2993998,35,0,54.5
2993999,35,0,49.0
2994000,35,0,48.094
2994001,35,0,54.0
2994002,35,0,97.0
2994003,35,0,112.99
2994004,35,0,200.0
2994005,35,0,131.0
2994006,35,0,7.613
2994007,35,0,350.0
2994008,35,0,117.0
2994009,35,0,49.95
2994010,35,0,300.0
2994011,35,0,556.2
2994012,35,1,59.0
2994013,35,0,20.0
2994014,35,0,265.0
2994015,35,0,150.0
2994016,35,0,9.0
2994017,35,0,149.95
2994018,35,0,77.0
2994019,35,0,323.0
2994020,35,0,100.0
2994021,35,0,97.95
2994022,35,0,311.95
2994023,35,0,129.95
2994024,35,0,67.95
2994025,35,0,107.95
2994026,35,0,77.0
2994027,35,0,97.0
2994028,35,0,29.0
2994029,35,0,57.95
2994030,35,0,59.0
2994031,35,0,47.95
2994032,35,0,311.95
2994033,35,0,50.0
2994034,35,0,397.95
2994035,35,0,226.0
2994036,35,0,150.0
2994037,35,0,316.5
2994038,35,0,97.95
2994039,35,0,255.97
2994040,35,0,200.0
2994041,35,0,50.0
2994042,35,0,108.95
2994043,35,0,15.0
2994044,35,0,75.0
2994045,35,0,175.0
2994046,35,0,232.09
2994047,35,0,154.97
2994048,35,0,107.95
2994049,35,0,25.95
2994050,35,0,59.0
2994051,35,0,42.95
2994052,35,0,140.5
2994053,35,0,50.0
2994054,35,0,57.95
2994055,35,0,373.5
2994056,35,0,30.0
2994057,35,0,56.5
2994058,35,0,21.147
2994059,35,0,50.0
2994060,35,0,216.0
2994061,35,0,311.95
2994062,35,0,107.95
2994063,35,0,107.95
2994064,35,0,445.0
2994065,35,0,40.0
2994066,35,0,100.0
2994067,35,0,100.0
2994068,35,0,475.0
2994069,35,0,49.0
2994070,35,0,100.0
2994071,35,0,107.95
2994072,35,0,59.0
2994073,35,0,100.0
2994074,35,0,50.0
2994075,35,0,226.0
2994076,35,0,150.0
2994077,35,0,52.95
2994078,35,0,57.95
2994079,35,0,59.0
2994080,35,0,517.0
2994081,35,0,49.0
2994082,35,0,40.0
2994083,35,0,49.0
2994084,35,0,25.95
2994085,35,0,117.0
2994086,35,0,50.0
2994087,35,0,100.0
2994088,35,0,131.0
2994089,35,0,60.0
2994090,35,0,14.26
2994091,35,0,100.0
2994092,35,0,129.299
2994093,35,0,100.0
2994094,35,0,160.0
2994095,35,0,97.95
2994096,35,0,117.0
2994097,35,0,350.0
2994098,35,0,53.95
2994099,35,0,107.95
2994100,35,0,300.0
2994101,35,0,250.0
2994102,35,0,100.0
2994103,35,0,100.0
2994104,35,0,70.691
2994105,35,0,100.0
2994106,35,0,92.99
2994107,35,0,77.0
2994108,35,1,83.742
2994109,35,0,117.0
2994110,35,0,74.437
2994111,35,0,34.0
2994112,35,0,10.0
2994113,35,0,100.0
2994114,35,0,50.0
2994115,35,0,50.0
2994116,35,0,145.5
2994117,35,0,30.0
2994118,35,0,70.691
2994119,35,0,160.0
2994120,35,0,171.0
2994121,35,1,83.742
2994122,35,0,117.0
2994123,35,1,83.742
2994124,35,0,47.95
2994125,35,0,500.0
2994126,35,1,83.742
2994127,35,0,151.0
2994128,35,0,68.95
2994129,35,0,445.0
2994130,35,0,300.0
2994131,35,0,30.95
2994132,35,0,87.95
2994133,35,0,49.0
2994134,35,0,100.0
2994135,35,0,25.0
2994136,35,0,29.0
2994137,20,0,67.731
2994138,20,0,74.437
2994139,20,0,50.0
2994140,20,0,107.95
2994141,20,0,59.0
2994142,20,0,115.0
2994143,20,0,49.0
2994144,20,0,18.489
2994145,20,0,77.95
2994146,20,0,117.0
2994147,20,0,30.95
2994148,20,0,53.97
2994149,20,0,117.0
2994150,20,0,186.0
2994151,20,0,70.0
2994152,20,0,226.0
2994153,20,0,59.0
2994154,20,0,30.0
2994155,20,0,40.0
2994156,20,0,100.0
2994157,20,0,25.256
2994158,20,0,57.95
2994159,20,0,21.298
2994160,20,0,85.192
2994161,20,0,129.299
2994162,20,0,50.0
2994163,20,0,311.95
2994164,20,0,59.0
2994165,20,0,100.0
2994166,20,0,49.0
2994167,20,0,27.95
2994168,20,0,40.0
2994169,20,0,36.95
2994170,20,0,25.0
2994171,20,0,50.0
2994172,20,0,32.868
2994173,20,0,59.0
2994174,20,0,442.6
2994175,20,0,343.0
2994176,20,0,150.0
2994177,20,0,441.0
2994178,20,0,59.0
2994179,20,0,50.0
2994180,20,0,300.0
2994181,20,0,100.0
2994182,20,0,19.95
2994183,20,0,306.47
2994184,20,0,82.0
2994185,20,0,88.5
2994186,20,0,100.0
2994187,20,0,59.0
2994188,20,0,335.0
2994189,20,0,150.0
2994190,20,0,92.0
2994191,20,0,200.0
2994192,20,0,274.41
2994193,20,0,74.075
2994194,20,0,117.0
2994195,20,0,46.5
2994196,20,0,47.95
2994197,20,0,50.0
2994198,20,0,82.95
2994199,20,0,150.0
2994200,20,0,120.0
2994201,20,0,500.0
2994202,20,0,25.0
2994203,20,0,77.0
2994204,20,0,74.075
2994205,20,0,100.0
2994206,20,0,150.0
2994207,20,0,107.95
2994208,20,0,107.95
2994209,20,0,50.0
2994210,20,0,74.437
2994211,20,0,50.0
2994212,20,0,51.599
2994213,20,0,235.0
2994214,20,0,34.319
2994215,20,0,25.0
2994216,20,0,59.0
2994217,20,0,105.0
2994218,20,0,92.0
2994219,20,0,22.839
2994220,20,0,110.0
2994221,20,0,50.0
2994222,20,0,48.95
2994223,20,0,59.0
2994224,20,0,40.0
2994225,20,0,43.502
2994226,20,0,474.95
2994227,20,0,117.0
2994228,20,0,59.0
2994229,20,0,150.0
2994230,20,0,12.97
2994231,20,0,5.861
2994232,20,0,30.95
2994233,20,0,87.95
2994234,20,0,50.0
2994235,20,0,50.0
2994236,20,0,59.0
2994237,20,0,25.95
2994238,20,0,35.527
2994239,20,0,35.0
2994240,20,0,74.075
2994241,20,0,14.26
2994242,20,0,59.0
2994243,20,0,599.95
2994244,20,0,100.0
2994245,20,0,300.0
2994246,20,0,51.599
2994247,20,0,100.0
2994248,20,0,77.0
2994249,20,0,159.95
2994250,20,0,29.5
2994251,20,0,220.0
2994252,20,0,13.051
2994253,20,0,88.5
2994254,20,0,527.0
2994255,20,0,49.0
2994256,20,0,115.0
2994257,20,0,14.26
2994258,20,0,10.0
2994259,20,0,269.95
2994260,20,0,200.0
2994261,20,0,146.0
2994262,20,0,55.0
2994263,20,0,35.95
2994264,20,0,117.0
2994265,20,0,175.0
2994266,20,0,16.162
2994267,20,0,100.0
2994268,20,0,39.0
2994269,20,0,14.138
2994270,20,0,117.0
2994271,20,0,25.95
2994272,20,0,36.977
2994273,20,0,26.97
2994274,20,0,300.0
2994275,20,0,50.0
2994276,20,0,83.0
2994277,20,0,16.162
2994278,20,0,186.0
2994279,20,0,14.26
2994280,20,0,75.0
2994281,20,0,40.0
2994282,20,0,36.977
2994283,20,0,25.0
2994284,20,0,72.0
2994285,20,0,120.5
2994286,20,0,200.0
2994287,20,0,117.0
2994288,20,0,117.0
2994289,20,0,107.95
2994290,20,0,50.0
2994291,20,0,6.525
2994292,20,0,440.99
2994293,20,0,117.0
2994294,20,0,226.0
2994295,20,0,88.878
